# learning_rate: 0.00025506690321472293
# num_dense_layers: 1
# num_dense_nodes: 120
# activation:Swish 
# batch_size: 32
# final loss: 3.484636068344116
# Training Time: 41.491602659225464
# Best Step: 10000

# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.382498607039451599e-02 5.768593597412109375e+01 1.765180975198745728e-01 3.935766872018575668e-04 2.611683448776602745e-03 8.718400448560714722e-02 2.971626259386539459e-02 5.768593597412109375e+01 1.765180975198745728e-01 3.935766872018575668e-04 2.611683448776602745e-03 8.718400448560714722e-02
1.000000000000000000e+03 1.101138219237327576e-01 2.270471334457397461e+00 2.086505889892578125e+00 8.824358694255352020e-03 1.806931495666503906e+00 3.608908176422119141e+00 9.976911544799804688e-02 2.270471334457397461e+00 2.086505889892578125e+00 8.824358694255352020e-03 1.806931495666503906e+00 3.608908176422119141e+00
2.000000000000000000e+03 1.442801654338836670e-01 1.810422778129577637e+00 2.290539026260375977e+00 1.498298812657594681e-02 1.646753430366516113e+00 3.530717372894287109e+00 1.225498020648956299e-01 1.810422778129577637e+00 2.290539026260375977e+00 1.498298812657594681e-02 1.646753430366516113e+00 3.530717372894287109e+00
3.000000000000000000e+03 2.254085540771484375e-01 1.697158455848693848e+00 2.158625125885009766e+00 1.420179475098848343e-02 1.618948459625244141e+00 3.285941123962402344e+00 1.696838885545730591e-01 1.697158455848693848e+00 2.158625125885009766e+00 1.420179475098848343e-02 1.618948459625244141e+00 3.285941123962402344e+00
4.000000000000000000e+03 2.126193344593048096e-01 1.464350819587707520e+00 1.832432270050048828e+00 9.394364431500434875e-03 1.494855999946594238e+00 2.942917823791503906e+00 1.476540565490722656e-01 1.464350819587707520e+00 1.832432270050048828e+00 9.394364431500434875e-03 1.494855999946594238e+00 2.942917823791503906e+00
5.000000000000000000e+03 1.332042515277862549e-01 9.682886600494384766e-01 1.210200309753417969e+00 1.204181971843354404e-04 9.715145826339721680e-01 2.197816371917724609e+00 9.090057015419006348e-02 9.682886600494384766e-01 1.210200309753417969e+00 1.204181971843354404e-04 9.715145826339721680e-01 2.197816371917724609e+00
6.000000000000000000e+03 6.399310380220413208e-02 5.837719440460205078e-01 1.003988981246948242e+00 7.748407311737537384e-03 7.461481094360351562e-01 1.987009167671203613e+00 4.098215699195861816e-02 5.837719440460205078e-01 1.003988981246948242e+00 7.748407311737537384e-03 7.461481094360351562e-01 1.987009167671203613e+00
7.000000000000000000e+03 5.316046997904777527e-02 5.340591073036193848e-01 9.846551418304443359e-01 8.755858987569808960e-03 7.442800998687744141e-01 1.901636242866516113e+00 2.880264073610305786e-02 5.340591073036193848e-01 9.846551418304443359e-01 8.755858987569808960e-03 7.442800998687744141e-01 1.901636242866516113e+00
8.000000000000000000e+03 4.530550539493560791e-02 5.105655193328857422e-01 9.482984542846679688e-01 7.911843247711658478e-03 7.234799265861511230e-01 1.818552017211914062e+00 2.261955663561820984e-02 5.105655193328857422e-01 9.482984542846679688e-01 7.911843247711658478e-03 7.234799265861511230e-01 1.818552017211914062e+00
9.000000000000000000e+03 3.486482426524162292e-02 4.886018931865692139e-01 8.946797847747802734e-01 6.290087942034006119e-03 6.841952204704284668e-01 1.705483675003051758e+00 1.533878780901432037e-02 4.886018931865692139e-01 8.946797847747802734e-01 6.290087942034006119e-03 6.841952204704284668e-01 1.705483675003051758e+00
1.000000000000000000e+04 2.334164641797542572e-02 4.803388416767120361e-01 8.180416822433471680e-01 3.900342155247926712e-03 6.127713918685913086e-01 1.560633778572082520e+00 8.950091898441314697e-03 4.803388416767120361e-01 8.180416822433471680e-01 3.900342155247926712e-03 6.127713918685913086e-01 1.560633778572082520e+00
