# x
1.000000000000000000e+01 1.000000000000000000e+01 1.595340073108673096e-01
5.000000000000000000e+00 1.000000000000000000e+01 3.344078302383422852e+00
7.500000000000000000e+00 1.000000000000000000e+01 5.700272560119628906e+00
2.500000000000000000e+00 1.000000000000000000e+01 2.589359760284423828e+00
8.750000000000000000e+00 1.000000000000000000e+01 3.466796636581420898e+00
3.750000000000000000e+00 1.000000000000000000e+01 6.013205051422119141e+00
6.250000000000000000e+00 1.000000000000000000e+01 1.129009842872619629e+00
1.250000000000000000e+00 1.000000000000000000e+01 6.166603088378906250e+00
9.375000000000000000e+00 1.000000000000000000e+01 5.117360115051269531e+00
4.375000000000000000e+00 1.000000000000000000e+01 1.546252727508544922e+00
6.875000000000000000e+00 1.000000000000000000e+01 5.387340545654296875e+00
1.875000000000000000e+00 1.000000000000000000e+01 5.264622211456298828e+00
8.125000000000000000e+00 1.000000000000000000e+01 1.791689634323120117e+00
3.125000000000000000e+00 1.000000000000000000e+01 4.884194850921630859e+00
5.625000000000000000e+00 1.000000000000000000e+01 1.239456534385681152e+00
6.250000000000000000e-01 1.000000000000000000e+01 5.718680381774902344e+00
9.687500000000000000e+00 1.000000000000000000e+01 1.773281812667846680e+00
4.687500000000000000e+00 1.000000000000000000e+01 2.982058763504028320e+00
7.187500000000000000e+00 1.000000000000000000e+01 3.337942361831665039e+00
2.187500000000000000e+00 1.000000000000000000e+01 4.638758182525634766e+00
8.437500000000000000e+00 1.000000000000000000e+01 5.829127311706542969e+00
3.437500000000000000e+00 1.000000000000000000e+01 1.889864325523376465e+00
5.937500000000000000e+00 1.000000000000000000e+01 4.282874584197998047e+00
9.375000000000000000e-01 1.000000000000000000e+01 1.018563270568847656e+00
9.062500000000000000e+00 1.000000000000000000e+01 2.871612071990966797e+00
4.062500000000000000e+00 1.000000000000000000e+01 2.245748043060302734e+00
6.562500000000000000e+00 1.000000000000000000e+01 6.209554195404052734e+00
1.562500000000000000e+00 1.000000000000000000e+01 3.583379268646240234e+00
7.812500000000000000e+00 1.000000000000000000e+01 4.448544502258300781e+00
2.812500000000000000e+00 1.000000000000000000e+01 1.607611894607543945e+00
5.312500000000000000e+00 1.000000000000000000e+01 3.153864622116088867e+00
3.125000000000000000e-01 1.000000000000000000e+01 2.466641187667846680e+00
9.843750000000000000e+00 1.000000000000000000e+01 9.572040438652038574e-01
4.843750000000000000e+00 1.000000000000000000e+01 2.362330436706542969e+00
7.343750000000000000e+00 1.000000000000000000e+01 5.522330999374389648e-01
2.343750000000000000e+00 1.000000000000000000e+01 2.577087879180908203e-01
8.593750000000000000e+00 1.000000000000000000e+01 2.804116964340209961e+00
3.593750000000000000e+00 1.000000000000000000e+01 4.381049156188964844e+00
6.093750000000000000e+00 1.000000000000000000e+01 1.300815701484680176e+00
1.093750000000000000e+00 1.000000000000000000e+01 3.399301528930664062e+00
9.218750000000000000e+00 1.000000000000000000e+01 4.178563594818115234e+00
4.218750000000000000e+00 1.000000000000000000e+01 2.699806392192840576e-01
6.718750000000000000e+00 1.000000000000000000e+01 3.215223789215087891e+00
1.718750000000000000e+00 1.000000000000000000e+01 5.068272590637207031e+00
7.968750000000000000e+00 1.000000000000000000e+01 3.614058732986450195e+00
2.968750000000000000e+00 1.000000000000000000e+01 6.013205051422119141e-01
5.468750000000000000e+00 1.000000000000000000e+01 2.847068309783935547e+00
4.687500000000000000e-01 1.000000000000000000e+01 2.478913068771362305e+00
9.531250000000000000e+00 1.000000000000000000e+01 2.675262451171875000e+00
4.531250000000000000e+00 1.000000000000000000e+01 4.540583133697509766e+00
7.031250000000000000e+00 1.000000000000000000e+01 4.767612457275390625e+00
2.031250000000000000e+00 1.000000000000000000e+01 6.142059326171875000e+00
8.281250000000000000e+00 1.000000000000000000e+01 5.252350330352783203e+00
3.281250000000000000e+00 1.000000000000000000e+01 4.908738657832145691e-02
5.781250000000000000e+00 1.000000000000000000e+01 3.436117172241210938e-01
7.812500000000000000e-01 1.000000000000000000e+01 4.491496086120605469e+00
8.906250000000000000e+00 1.000000000000000000e+01 2.797981023788452148e+00
3.906250000000000000e+00 1.000000000000000000e+01 3.313398659229278564e-01
6.406250000000000000e+00 1.000000000000000000e+01 2.705942153930664062e+00
1.406250000000000000e+00 1.000000000000000000e+01 4.614214420318603516e+00
7.656250000000000000e+00 1.000000000000000000e+01 1.963495492935180664e+00
2.656250000000000000e+00 1.000000000000000000e+01 1.202641010284423828e+00
5.156250000000000000e+00 1.000000000000000000e+01 3.460660696029663086e+00
1.562500000000000000e-01 1.000000000000000000e+01 3.221359729766845703e+00
9.921875000000000000e+00 1.000000000000000000e+01 3.792000532150268555e+00
4.921875000000000000e+00 1.000000000000000000e+01 6.135923415422439575e-02
7.421875000000000000e+00 1.000000000000000000e+01 5.896622180938720703e+00
2.421875000000000000e+00 1.000000000000000000e+01 6.123651504516601562e+00
8.671875000000000000e+00 1.000000000000000000e+01 5.553010463714599609e+00
3.671875000000000000e+00 1.000000000000000000e+01 5.473243713378906250e+00
6.171875000000000000e+00 1.000000000000000000e+01 3.595651149749755859e+00
1.171875000000000000e+00 1.000000000000000000e+01 5.154175758361816406e+00
9.296875000000000000e+00 1.000000000000000000e+01 5.362796783447265625e+00
4.296875000000000000e+00 1.000000000000000000e+01 5.485515594482421875e+00
6.796875000000000000e+00 1.000000000000000000e+01 2.779573202133178711e+00
1.796875000000000000e+00 1.000000000000000000e+01 1.405126452445983887e+00
8.046875000000000000e+00 1.000000000000000000e+01 3.669282197952270508e+00
3.046875000000000000e+00 1.000000000000000000e+01 3.448388814926147461e+00
5.546875000000000000e+00 1.000000000000000000e+01 5.841399192810058594e+00
5.468750000000000000e-01 1.000000000000000000e+01 5.135767936706542969e+00
9.609375000000000000e+00 1.000000000000000000e+01 4.466952323913574219e+00
4.609375000000000000e+00 1.000000000000000000e+01 5.399612426757812500e+00
7.109375000000000000e+00 1.000000000000000000e+01 1.484893441200256348e+00
2.109375000000000000e+00 1.000000000000000000e+01 6.019340991973876953e+00
8.359375000000000000e+00 1.000000000000000000e+01 3.804272413253784180e-01
3.359375000000000000e+00 1.000000000000000000e+01 2.172116756439208984e+00
5.859375000000000000e+00 1.000000000000000000e+01 1.576932311058044434e+00
8.593750000000000000e-01 1.000000000000000000e+01 4.595806598663330078e+00
8.984375000000000000e+00 1.000000000000000000e+01 5.730952262878417969e+00
3.984375000000000000e+00 1.000000000000000000e+01 5.460971593856811523e-01
6.484375000000000000e+00 1.000000000000000000e+01 3.264311313629150391e+00
1.484375000000000000e+00 1.000000000000000000e+01 1.748738169670104980e+00
7.734375000000000000e+00 1.000000000000000000e+01 2.748893737792968750e+00
2.734375000000000000e+00 1.000000000000000000e+01 1.675107121467590332e+00
5.234375000000000000e+00 1.000000000000000000e+01 3.043417930603027344e+00
2.343750000000000000e-01 1.000000000000000000e+01 4.307418346405029297e+00
9.765625000000000000e+00 1.000000000000000000e+01 1.951223611831665039e+00
4.765625000000000000e+00 1.000000000000000000e+01 4.006757736206054688e+00
7.265625000000000000e+00 1.000000000000000000e+01 1.527844905853271484e+00
2.265625000000000000e+00 1.000000000000000000e+01 3.841088056564331055e+00
8.515625000000000000e+00 1.000000000000000000e+01 1.779417753219604492e+00
3.515625000000000000e+00 1.000000000000000000e+01 2.650718927383422852e+00
6.015625000000000000e+00 1.000000000000000000e+01 8.590292930603027344e-01
1.015625000000000000e+00 1.000000000000000000e+01 4.172427952289581299e-01
9.140625000000000000e+00 1.000000000000000000e+01 3.926990926265716553e-01
4.140625000000000000e+00 1.000000000000000000e+01 4.154020309448242188e+00
6.640625000000000000e+00 1.000000000000000000e+01 3.828816175460815430e+00
1.640625000000000000e+00 1.000000000000000000e+01 5.675729274749755859e+00
7.890625000000000000e+00 1.000000000000000000e+01 4.712388992309570312e+00
2.890625000000000000e+00 1.000000000000000000e+01 5.043728828430175781e+00
5.390625000000000000e+00 1.000000000000000000e+01 4.074253082275390625e+00
3.906250000000000000e-01 1.000000000000000000e+01 5.890486240386962891e+00
9.453125000000000000e+00 1.000000000000000000e+01 2.368466377258300781e+00
4.453125000000000000e+00 1.000000000000000000e+01 1.116738080978393555e+00
6.953125000000000000e+00 1.000000000000000000e+01 5.951845645904541016e-01
1.953125000000000000e+00 1.000000000000000000e+01 3.196815967559814453e+00
8.203125000000000000e+00 1.000000000000000000e+01 5.448699951171875000e+00
3.203125000000000000e+00 1.000000000000000000e+01 4.221515178680419922e+00
5.703125000000000000e+00 1.000000000000000000e+01 7.117670774459838867e-01
7.031250000000000000e-01 1.000000000000000000e+01 2.086213976144790649e-01
8.828125000000000000e+00 1.000000000000000000e+01 5.019185066223144531e+00
3.828125000000000000e+00 1.000000000000000000e+01 3.785864591598510742e+00
