# learning_rate: 0.005
# num_dense_layers: 4
# num_dense_nodes: 50
# activation:sin 
# batch_size: 32
# final loss: 0.00025884222122840583
# Training Time: 96.5790114402771
# Best Step: 8000

# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.596646308898925781e+01 2.318152412772178650e-02 5.478955339640378952e-03 1.376147288829088211e-02 6.143188476562500000e-02 3.647929668426513672e+00 1.596646308898925781e+01 2.318152412772178650e-02 5.478955339640378952e-03 1.376147288829088211e-02 6.143188476562500000e-02 3.647929668426513672e+00
1.000000000000000000e+03 2.451548725366592407e-02 1.261194411199539900e-04 8.977091056294739246e-05 1.546330604469403625e-04 1.259911223314702511e-04 6.080366298556327820e-02 2.451548725366592407e-02 1.261194411199539900e-04 8.977091056294739246e-05 1.546330604469403625e-04 1.259911223314702511e-04 6.080366298556327820e-02
2.000000000000000000e+03 1.513544004410505295e-02 5.133995364303700626e-05 4.308594725443981588e-05 4.739254291052930057e-05 3.278650547144934535e-05 5.726337432861328125e-03 1.513544004410505295e-02 5.133995364303700626e-05 4.308594725443981588e-05 4.739254291052930057e-05 3.278650547144934535e-05 5.726337432861328125e-03
3.000000000000000000e+03 3.222487866878509521e-03 1.894747583719436079e-05 2.266645424242597073e-05 1.520490604889346287e-05 7.805611858202610165e-06 8.842137176543474197e-04 3.222487866878509521e-03 1.894747583719436079e-05 2.266645424242597073e-05 1.520490604889346287e-05 7.805611858202610165e-06 8.842137176543474197e-04
4.000000000000000000e+03 1.077306573279201984e-03 1.153305402112891898e-05 1.302773762290598825e-05 1.001266718958504498e-05 5.292472451401408762e-06 2.215411805082112551e-04 1.077306573279201984e-03 1.153305402112891898e-05 1.302773762290598825e-05 1.001266718958504498e-05 5.292472451401408762e-06 2.215411805082112551e-04
5.000000000000000000e+03 5.410910234786570072e-04 6.012789071974111721e-06 7.803543667250778526e-06 6.917673545103752986e-06 3.366802502569044009e-06 9.672770102042704821e-05 5.410910234786570072e-04 6.012789071974111721e-06 7.803543667250778526e-06 6.917673545103752986e-06 3.366802502569044009e-06 9.672770102042704821e-05
6.000000000000000000e+03 3.072146209888160229e-04 5.229691851127427071e-06 5.892390163353411481e-06 6.068624770705355331e-06 3.179838358846609481e-06 5.198750295676290989e-05 3.072146209888160229e-04 5.229691851127427071e-06 5.892390163353411481e-06 6.068624770705355331e-06 3.179838358846609481e-06 5.198750295676290989e-05
7.000000000000000000e+03 2.289778320118784904e-03 1.404880458721891046e-05 1.246515785169322044e-05 8.895613063941709697e-06 9.380165465699974447e-06 4.491983854677528143e-04 2.289778320118784904e-03 1.404880458721891046e-05 1.246515785169322044e-05 8.895613063941709697e-06 9.380165465699974447e-06 4.491983854677528143e-04
8.000000000000000000e+03 1.947104174178093672e-04 3.528175284372991882e-06 4.230816557537764311e-06 4.598637133312877268e-06 2.207906845796969719e-06 4.956627526553347707e-05 1.947104174178093672e-04 3.528175284372991882e-06 4.230816557537764311e-06 4.598637133312877268e-06 2.207906845796969719e-06 4.956627526553347707e-05
9.000000000000000000e+03 9.395389351993799210e-04 4.729910870082676411e-06 6.514706910820677876e-06 1.011670883599435911e-05 4.481162704905727878e-06 2.445422578603029251e-04 9.395389351993799210e-04 4.729910870082676411e-06 6.514706910820677876e-06 1.011670883599435911e-05 4.481162704905727878e-06 2.445422578603029251e-04
1.000000000000000000e+04 1.269870204851031303e-03 7.104131782398326322e-06 5.540131496672984213e-06 6.965117790969088674e-06 5.918172519159270450e-06 2.109924098476767540e-04 1.269870204851031303e-03 7.104131782398326322e-06 5.540131496672984213e-06 6.965117790969088674e-06 5.918172519159270450e-06 2.109924098476767540e-04
