# learning_rate: 0.005
# num_dense_layers: 8
# num_dense_nodes: 50
# activation:sin 
# batch_size: 32
# final loss: 0.00044080024235881865
# Training Time: 116.49659991264343
# Best Step: 7000

# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.687879180908203125e+01 4.177879076451063156e-03 1.705885306000709534e-02 1.720097288489341736e-02 9.819488041102886200e-03 1.134423613548278809e+00 1.687879180908203125e+01 4.177879076451063156e-03 1.705885306000709534e-02 1.720097288489341736e-02 9.819488041102886200e-03 1.134423613548278809e+00
1.000000000000000000e+03 1.478740759193897247e-02 2.447629594826139510e-05 3.072436811635270715e-05 2.880904139601625502e-05 2.207020588684827089e-05 5.870515480637550354e-03 1.478740759193897247e-02 2.447629594826139510e-05 3.072436811635270715e-05 2.880904139601625502e-05 2.207020588684827089e-05 5.870515480637550354e-03
2.000000000000000000e+03 2.390113426372408867e-03 8.271237675216980278e-06 6.474930614785989746e-06 8.733001777727622539e-06 9.557425983075518161e-06 1.667175209149718285e-03 2.390113426372408867e-03 8.271237675216980278e-06 6.474930614785989746e-06 8.733001777727622539e-06 9.557425983075518161e-06 1.667175209149718285e-03
3.000000000000000000e+03 6.576633313670754433e-04 3.176474365318426862e-06 4.725159669760614634e-06 6.425781521102180704e-06 5.191022410144796595e-06 1.308068603975698352e-04 6.576633313670754433e-04 3.176474365318426862e-06 4.725159669760614634e-06 6.425781521102180704e-06 5.191022410144796595e-06 1.308068603975698352e-04
4.000000000000000000e+03 9.116851142607629299e-04 2.301678023286513053e-06 4.112494480068562552e-06 6.808466423535719514e-06 5.034968125983141363e-06 1.518578355899080634e-04 9.116851142607629299e-04 2.301678023286513053e-06 4.112494480068562552e-06 6.808466423535719514e-06 5.034968125983141363e-06 1.518578355899080634e-04
5.000000000000000000e+03 5.338347982615232468e-04 3.527099352140794508e-06 4.967914264852879569e-06 5.985793450236087665e-06 4.757103397423634306e-06 5.045292782597243786e-04 5.338347982615232468e-04 3.527099352140794508e-06 4.967914264852879569e-06 5.985793450236087665e-06 4.757103397423634306e-06 5.045292782597243786e-04
6.000000000000000000e+03 6.685373373329639435e-04 1.879294927675800864e-06 4.403590992296813056e-06 6.016380211804062128e-06 3.973893399233929813e-06 1.217601311509497464e-04 6.685373373329639435e-04 1.879294927675800864e-06 4.403590992296813056e-06 6.016380211804062128e-06 3.973893399233929813e-06 1.217601311509497464e-04
7.000000000000000000e+03 2.468756574671715498e-04 1.993725845750304870e-06 3.310558895464055240e-06 4.419964625412831083e-06 3.426362809477723204e-06 1.807739608921110630e-04 2.468756574671715498e-04 1.993725845750304870e-06 3.310558895464055240e-06 4.419964625412831083e-06 3.426362809477723204e-06 1.807739608921110630e-04
8.000000000000000000e+03 8.702378836460411549e-04 2.146995257135131396e-06 2.738875764407566749e-06 3.907996870111674070e-06 3.514774789437069558e-06 1.133961486630141735e-04 8.702378836460411549e-04 2.146995257135131396e-06 2.738875764407566749e-06 3.907996870111674070e-06 3.514774789437069558e-06 1.133961486630141735e-04
9.000000000000000000e+03 2.507332898676395416e-02 2.808116551022976637e-05 2.630916242196690291e-05 3.067854777327738702e-05 3.048319740628357977e-05 4.655131138861179352e-03 2.507332898676395416e-02 2.808116551022976637e-05 2.630916242196690291e-05 3.067854777327738702e-05 3.048319740628357977e-05 4.655131138861179352e-03
1.000000000000000000e+04 3.449855605140328407e-03 1.648466650294722058e-06 7.474028507203911431e-07 1.233965463143249508e-06 1.345534997199138161e-06 9.050900116562843323e-04 3.449855605140328407e-03 1.648466650294722058e-06 7.474028507203911431e-07 1.233965463143249508e-06 1.345534997199138161e-06 9.050900116562843323e-04
